car_num,ct_name,psevdoname,std_kap,std_ppr,std_dep,std_vogi
52077997,Нефтебензиновые,12-163-5,2024-08-18,NULL,2019-10-07,NULL
52078094,Нефтебензиновые,12-163-5,2024-08-18,NULL,2020-08-19,NULL
52078292,Нефтебензиновые,12-163-5,2024-08-18,NULL,2019-07-25,NULL
52078391,Нефтебензиновые,12-163-5,2024-08-18,NULL,2020-08-20,NULL
52078490,Нефтебензиновые,12-163-5,2024-08-18,NULL,2019-12-20,NULL
52078599,Нефтебензиновые,12-163-5,2024-08-18,NULL,2018-12-04,NULL
52078698,Нефтебензиновые,12-163-5,2024-08-18,NULL,2019-07-13,NULL
52078797,Нефтебензиновые,12-163-5,2024-08-18,NULL,2019-04-01,NULL
53313276,Газовые,13-54-6,2021-09-29,2019-06-16,2020-06-21,2019-10-11
53313359,Газовые,13-54-6,2021-09-29,2019-08-29,2020-09-09,2019-10-11
53313375,Газовые,13-54-6,2021-09-29,2019-06-14,2019-06-26,2019-10-11
53313417,Газовые,13-54-6,2021-09-29,2019-07-31,2019-08-31,2019-10-11
53313888,Газовые,13-54-6,2021-09-29,2019-07-12,2019-11-18,2019-10-11
53314134,Газовые,13-54-6,2021-09-29,2019-08-30,2020-09-04,2019-10-11
53314852,Газовые,13-54-6,2021-09-29,2019-03-11,2018-12-13,2019-10-11
53315016,Газовые,13-54-6,2021-09-29,2019-08-04,2019-07-03,2019-10-11
53315073,Газовые,13-54-6,2021-09-29,2019-07-21,2019-12-31,2019-10-11
53315115,Газовые,13-54-6,2021-09-29,2019-06-25,2019-04-15,2019-10-11
53315149,Газовые,13-54-6,2021-10-02,2019-10-11,2018-10-03,2019-10-11
53315248,Газовые,13-54-6,2021-10-02,2019-07-10,2019-06-10,2019-10-11
53315347,Газовые,13-54-6,2021-10-02,2019-10-11,2019-07-19,2019-10-11
53315370,Газовые,13-54-6,2021-10-02,2019-07-14,2020-01-26,2019-10-11
53315404,Газовые,13-54-6,2021-10-02,2019-10-07,2019-08-28,2019-10-11
53315412,Газовые,13-54-6,2021-10-02,2019-10-11,2019-12-27,2019-10-19
53315453,Газовые,13-54-6,2021-10-02,2019-07-17,2020-08-07,2019-10-19
53315487,Газовые,13-54-6,2021-10-02,2019-08-13,2020-04-06,2019-10-19
53315511,Газовые,13-54-6,2021-10-02,2019-08-31,2020-04-18,2019-10-19
53315537,Газовые,13-54-6,2021-10-02,2019-02-05,2018-09-25,2019-10-19
53315586,Газовые,13-54-6,2021-10-05,2019-09-15,2018-09-23,2019-10-19
53315636,Газовые,13-54-6,2021-10-05,2019-10-19,2020-01-22,2019-10-19
53315776,Газовые,13-54-6,2021-10-05,2019-07-17,2019-07-21,2019-10-19
53315917,Газовые,13-54-6,2021-10-05,2019-08-08,2020-05-13,2019-10-19
53315941,Газовые,13-54-6,2021-10-05,2019-08-22,2018-05-11,2019-10-19
53316980,Газовые,13-54-6,2021-10-05,2019-07-19,2019-06-18,2019-10-19
53611067,Газовые,13-54-6,2021-10-05,2019-10-16,2018-09-14,2019-10-19
53611455,Газовые,13-54-6,2021-10-05,2019-10-19,2019-01-11,2019-10-19
53611570,Газовые,13-54-6,2021-10-05,2019-07-24,2019-11-13,2019-10-19
53612511,Газовые,13-54-6,2021-10-05,2019-04-11,2018-11-28,2019-10-19
53612545,Газовые,13-54-6,2021-10-08,2019-10-19,2018-09-13,2019-10-19
53612552,Газовые,13-54-6,2021-10-08,2019-07-31,2019-07-18,2019-10-19
53612602,Газовые,13-54-6,2021-10-08,2019-10-19,2018-07-23,2019-10-19
53612677,Газовые,13-54-6,2021-10-08,2019-10-16,2018-07-15,2019-10-19
53612685,Газовые,13-54-6,2021-10-08,2019-09-18,2018-09-15,2019-10-19
53622015,Газовые,13-54-6,2021-10-21,2019-08-15,2019-06-16,2019-11-07
53622114,Газовые,13-54-6,2021-10-21,2019-09-06,2019-08-17,2019-11-07
53622122,Газовые,13-54-6,2021-10-21,2019-08-07,2019-01-20,2019-11-07
53622148,Газовые,13-54-6,2021-10-21,2019-05-08,2018-12-21,2019-11-07
53622171,Газовые,13-54-6,2021-10-21,2019-07-13,2019-06-21,2019-11-07
53622189,Газовые,13-54-6,2021-10-21,2019-06-14,2020-07-26,2019-11-07
53622312,Газовые,13-54-6,2021-10-21,2019-08-16,2019-06-11,2019-11-07
53622320,Газовые,13-54-6,2021-10-21,2019-03-27,2018-08-06,2019-11-07
53622486,Газовые,13-54-6,2021-10-21,2019-08-22,2018-06-03,2019-11-07
53625455,Газовые,13-54-6,2021-10-21,2019-09-02,2019-12-31,2019-11-07
53625539,Газовые,13-54-6,2021-10-14,2019-08-31,2020-09-25,2019-10-16
53625562,Газовые,13-54-6,2021-10-14,2019-10-16,2018-10-08,2019-10-16
53625703,Газовые,13-54-6,2021-10-14,2019-06-09,2018-10-09,2019-10-16
53625711,Газовые,13-54-6,2021-10-14,2019-09-01,2019-10-16,2019-10-16
53626552,Газовые,13-54-6,2021-10-14,2019-05-23,2018-11-15,2019-10-16
53626677,Газовые,13-54-6,2021-10-14,2019-10-16,2018-10-06,2019-10-16
53626685,Газовые,13-54-6,2021-10-14,2019-04-25,2018-09-20,2019-10-16
53626701,Газовые,13-54-6,2021-10-14,2019-06-21,2018-09-23,2019-10-16
53626719,Газовые,13-54-6,2021-10-14,2019-10-16,2019-12-29,2019-10-16
53626735,Газовые,13-54-6,2021-10-14,2019-06-07,2018-10-21,2019-10-16
53626750,Газовые,13-54-6,2021-10-14,2019-10-18,2018-12-13,2019-10-18
53626784,Газовые,13-54-6,2021-10-14,2019-09-07,2018-11-09,2019-10-18
53629309,Газовые,13-54-6,2021-10-14,2019-08-05,2020-08-11,2019-10-18
53629382,Газовые,13-54-6,2021-10-14,2019-10-18,2018-10-06,2019-10-18
53629432,Газовые,13-54-6,2021-10-14,2019-07-24,2019-09-28,2019-10-18
53629465,Газовые,13-54-6,2021-10-14,2018-08-09,2019-11-24,2019-10-18
53629481,Газовые,13-54-6,2021-10-14,2019-07-07,2020-07-22,2019-10-18
53630620,Газовые,13-54-6,2021-10-14,2019-03-25,2018-08-15,2019-10-12
53630687,Газовые,13-54-6,2021-10-14,2019-08-28,2020-03-28,2019-10-18
53630703,Газовые,13-54-6,2021-10-14,2019-07-12,2020-07-26,2019-10-12
53630711,Газовые,13-54-6,2021-10-14,2019-07-03,2019-12-03,2019-10-18
53630745,Газовые,13-54-6,2021-10-14,2019-07-15,2019-02-27,2019-10-18
53631388,Газовые,13-54-6,2021-10-14,2019-08-19,2019-03-21,2019-10-18
53633707,Газовые,13-54-6,2021-10-14,2019-04-30,2018-11-05,2019-10-18
53633772,Газовые,13-54-6,2021-10-14,2019-08-22,2019-07-28,2019-10-18
53633962,Газовые,13-54-6,2021-10-14,2019-04-28,2019-12-21,2019-10-18
53633970,Газовые,13-54-6,2021-10-14,2019-08-07,2020-07-08,2019-10-18
53634010,Газовые,13-54-6,2021-10-14,2019-05-14,2018-12-24,2019-10-18
53634507,Газовые,13-54-6,2021-10-14,2019-08-04,2019-07-02,2019-10-18
53634564,Газовые,13-54-6,2021-10-14,2019-09-08,2019-02-15,2019-10-18
53634580,Газовые,13-54-6,2021-10-14,2019-10-19,2020-11-21,2019-10-19
53634937,Газовые,13-54-6,2021-10-14,2019-10-19,2018-08-20,2019-10-19
53634986,Газовые,13-54-6,2021-10-14,2019-07-21,2020-07-31,2019-10-19
53635942,Газовые,13-54-6,2021-10-14,2019-10-19,2019-09-01,2019-10-19
53636023,Газовые,13-54-6,2021-10-14,2019-08-13,2019-01-14,2019-10-19
53636056,Газовые,13-54-6,2021-10-14,2019-05-13,2018-08-05,2019-10-19
53636064,Газовые,13-54-6,2021-10-14,2019-07-18,2018-06-16,2019-10-19
53636080,Газовые,13-54-6,2021-10-14,2019-10-16,2021-03-15,2019-10-19
53636874,Газовые,13-54-6,2021-10-14,2019-06-27,2019-08-12,2019-10-19
53636882,Газовые,13-54-6,2021-10-14,2019-05-12,2018-09-24,2019-10-19
53887790,Нефтебензиновые,12-163-5,2022-04-03,NULL,2018-07-20,NULL
53887808,Нефтебензиновые,12-163-5,2022-04-03,NULL,2018-06-29,NULL
53887816,Нефтебензиновые,12-163-5,2022-04-03,NULL,2020-01-07,NULL
53887824,Нефтебензиновые,12-163-5,2022-04-03,NULL,2018-12-10,NULL
53887832,Нефтебензиновые,12-163-5,2022-04-03,NULL,2021-02-06,NULL
53887840,Нефтебензиновые,12-163-5,2022-04-03,NULL,2021-01-26,NULL
53887865,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-07-02,NULL
53887881,Нефтебензиновые,12-163-5,2022-04-03,NULL,2020-02-20,NULL
53887899,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-07-22,NULL
53887907,Нефтебензиновые,12-163-5,2022-04-03,NULL,2020-02-13,NULL
53887915,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-07-09,NULL
53887923,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-04-25,NULL
53887931,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-03-17,NULL
53887949,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-03-15,NULL
53887956,Нефтебензиновые,12-163-5,2022-04-03,NULL,2018-05-14,NULL
53887964,Нефтебензиновые,12-163-5,2022-04-03,NULL,2021-03-11,NULL
53887972,Нефтебензиновые,12-163-5,2022-04-03,NULL,2021-01-05,NULL
53887980,Нефтебензиновые,12-163-5,2022-04-03,NULL,2018-09-10,NULL
53887998,Нефтебензиновые,12-163-5,2022-04-03,NULL,2018-12-21,NULL
53888004,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-07-07,NULL
53888012,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-10-11,NULL
53888020,Нефтебензиновые,12-163-5,2022-04-03,NULL,2018-06-29,NULL
53888038,Нефтебензиновые,12-163-5,2022-04-03,NULL,2020-02-12,NULL
53888046,Нефтебензиновые,12-163-5,2022-04-03,NULL,2020-05-10,NULL
53888053,Нефтебензиновые,12-163-5,2022-04-03,NULL,2020-03-22,NULL
53888061,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-10-15,NULL
53888079,Нефтебензиновые,12-163-5,2022-04-03,NULL,2020-02-22,NULL
53888087,Нефтебензиновые,12-163-5,2022-04-03,NULL,2018-06-29,NULL
53888103,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-05-24,NULL
53888111,Нефтебензиновые,12-163-5,2022-04-03,NULL,2018-10-05,NULL
53888129,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-03-30,NULL
53888137,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-10-17,NULL
53888145,Нефтебензиновые,12-163-5,2022-04-03,NULL,2020-12-30,NULL
53888160,Нефтебензиновые,12-163-5,2022-04-03,NULL,2018-09-26,NULL
53888178,Нефтебензиновые,12-163-5,2022-04-03,NULL,2018-08-20,NULL
53888186,Нефтебензиновые,12-163-5,2022-04-03,NULL,2018-09-13,NULL
53888194,Нефтебензиновые,12-163-5,2022-04-03,NULL,2018-07-15,NULL
53888202,Нефтебензиновые,12-163-5,2022-04-03,NULL,2020-12-27,NULL
53888210,Нефтебензиновые,12-163-5,2022-04-03,NULL,2020-03-24,NULL
53888228,Нефтебензиновые,12-163-5,2022-04-03,NULL,2020-03-27,NULL
53888236,Нефтебензиновые,12-163-5,2022-04-03,NULL,2018-12-12,NULL
53888244,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-10-19,NULL
53888251,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-08-25,NULL
53888269,Нефтебензиновые,12-163-5,2022-04-03,NULL,2018-05-01,NULL
53888277,Нефтебензиновые,12-163-5,2022-04-03,NULL,2018-07-06,NULL
53888285,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-03-27,NULL
53888293,Нефтебензиновые,12-163-5,2022-04-03,NULL,2021-01-13,NULL
53888301,Нефтебензиновые,12-163-5,2022-04-03,NULL,2021-04-05,NULL
53888319,Нефтебензиновые,12-163-5,2022-04-03,NULL,2021-03-18,NULL
53888327,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-03-30,NULL
53888335,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-06-18,NULL
53888343,Нефтебензиновые,12-163-5,2022-04-03,NULL,2018-08-30,NULL
53888350,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-10-26,NULL
53888368,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-10-21,NULL
53888376,Нефтебензиновые,12-163-5,2022-04-03,NULL,2020-02-21,NULL
53888384,Нефтебензиновые,12-163-5,2022-04-03,NULL,2019-08-22,NULL
53888558,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-04-01,NULL
53888566,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-04-26,NULL
53888574,Нефтебензиновые,12-163-5,2022-05-05,NULL,2020-04-10,NULL
53888582,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-04-07,NULL
53888590,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-07-01,NULL
53888608,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-08-30,NULL
53888616,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-04-29,NULL
53888624,Нефтебензиновые,12-163-5,2022-05-05,NULL,2020-01-22,NULL
53888632,Нефтебензиновые,12-163-5,2022-05-05,NULL,2018-11-09,NULL
53888640,Нефтебензиновые,12-163-5,2022-05-05,NULL,2018-12-17,NULL
53888673,Нефтебензиновые,12-163-5,2022-05-05,NULL,2018-07-05,NULL
53888681,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-10-13,NULL
53888707,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-05-13,NULL
53888715,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-09-01,NULL
53888749,Нефтебензиновые,12-163-5,2022-05-05,NULL,2021-02-15,NULL
53888756,Нефтебензиновые,12-163-5,2022-05-05,NULL,2018-11-13,NULL
53888764,Нефтебензиновые,12-163-5,2022-05-05,NULL,2021-01-31,NULL
53888772,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-04-08,NULL
53888780,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-11-05,NULL
53894564,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-04-21,NULL
53894572,Нефтебензиновые,12-163-5,2022-05-05,NULL,2020-08-28,NULL
53894598,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-07-08,NULL
53894606,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-12-01,NULL
53894614,Нефтебензиновые,12-163-5,2022-05-05,NULL,2018-10-04,NULL
53894622,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-06-02,NULL
53894648,Нефтебензиновые,12-163-5,2022-05-05,NULL,2018-06-09,NULL
57864977,Газовые,11-1406,2018-08-31,2019-08-10,2018-07-04,2025-08-09
53894655,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-03-29,NULL
53894671,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-10-21,NULL
53894689,Нефтебензиновые,12-163-5,2022-05-05,NULL,2020-12-30,NULL
53894697,Нефтебензиновые,12-163-5,2022-05-05,NULL,2020-03-07,NULL
53894721,Нефтебензиновые,12-163-5,2022-05-05,NULL,2020-01-31,NULL
53894739,Нефтебензиновые,12-163-5,2022-05-05,NULL,2020-12-29,NULL
53894747,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-02-19,NULL
53894754,Нефтебензиновые,12-163-5,2022-05-05,NULL,2020-02-16,NULL
53894770,Нефтебензиновые,12-163-5,2022-05-05,NULL,2019-08-17,NULL
53894796,Нефтебензиновые,12-163-5,2022-05-05,NULL,2020-04-23,NULL
53894804,Нефтебензиновые,12-163-5,2022-05-05,NULL,2018-07-16,NULL
53894812,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-08-18,NULL
53894820,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-12-25,NULL
53894846,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-10-07,NULL
53894853,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-04-11,NULL
53894861,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-05-19,NULL
53894879,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-02-05,NULL
53894887,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-12-23,NULL
53894895,Нефтебензиновые,12-163-5,2022-05-06,NULL,2020-11-03,NULL
53894903,Нефтебензиновые,12-163-5,2022-05-06,NULL,2021-01-07,NULL
53894937,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-09-28,NULL
53894945,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-03-29,NULL
53894952,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-11-28,NULL
53894960,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-02-12,NULL
53894978,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-10-07,NULL
53894986,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-04-07,NULL
53895488,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-11-10,NULL
53894994,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-10-20,NULL
53895017,Нефтебензиновые,12-163-5,2022-05-06,NULL,2020-02-10,NULL
53895025,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-07-06,NULL
53895033,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-04-15,NULL
53895041,Нефтебензиновые,12-163-5,2022-05-06,NULL,2021-04-02,NULL
53895058,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-04-02,NULL
53895066,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-11-18,NULL
53895074,Нефтебензиновые,12-163-5,2022-05-06,NULL,2018-12-10,NULL
53895082,Нефтебензиновые,12-163-5,2022-05-06,NULL,2018-07-29,NULL
53895090,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-03-06,NULL
53895108,Нефтебензиновые,12-163-5,2022-05-06,NULL,2018-05-11,NULL
53895116,Нефтебензиновые,12-163-5,2022-05-06,NULL,2018-12-13,NULL
53895132,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-11-06,NULL
53895140,Нефтебензиновые,12-163-5,2022-05-06,NULL,2020-04-17,NULL
53895157,Нефтебензиновые,12-163-5,2022-05-06,NULL,2018-05-30,NULL
53895165,Нефтебензиновые,12-163-5,2022-05-06,NULL,2021-01-07,NULL
53895173,Нефтебензиновые,12-163-5,2022-05-06,NULL,2018-12-07,NULL
53895181,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-10-07,NULL
53895199,Нефтебензиновые,12-163-5,2022-05-06,NULL,2021-01-27,NULL
53895223,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-02-25,NULL
53895249,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-03-28,NULL
53895256,Нефтебензиновые,12-163-5,2022-05-06,NULL,2018-11-04,NULL
53895264,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-03-27,NULL
53895272,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-07-07,NULL
53895280,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-03-28,NULL
53895298,Нефтебензиновые,12-163-5,2022-05-06,NULL,2019-11-11,NULL
50888734,Газовые,19-1851,2024-07-26,2018-07-24,2019-03-04,2022-07-14
53895306,Нефтебензиновые,12-163-5,2022-05-06,NULL,2020-04-22,NULL
53895314,Нефтебензиновые,12-163-5,2022-05-07,NULL,2018-06-04,NULL
53895322,Нефтебензиновые,12-163-5,2022-05-07,NULL,2021-03-22,NULL
53895330,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-07-11,NULL
53895348,Нефтебензиновые,12-163-5,2022-05-07,NULL,2021-01-09,NULL
53895355,Нефтебензиновые,12-163-5,2022-05-07,NULL,2020-04-11,NULL
53895363,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-03-17,NULL
53895371,Нефтебензиновые,12-163-5,2022-05-07,NULL,2018-07-11,NULL
53895389,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-04-11,NULL
53895397,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-02-08,NULL
53895405,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-04-18,NULL
53895413,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-12-26,NULL
53895421,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-07-05,NULL
53895439,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-01-15,NULL
53895447,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-04-07,NULL
53895454,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-04-16,NULL
53895462,Нефтебензиновые,12-163-5,2022-05-07,NULL,2020-05-01,NULL
53895470,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-02-11,NULL
53895496,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-02-09,NULL
53895504,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-10-13,NULL
53895512,Нефтебензиновые,12-163-5,2022-05-07,NULL,2020-06-19,NULL
53895520,Нефтебензиновые,12-163-5,2022-05-07,NULL,2018-04-04,NULL
53895538,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-03-29,NULL
53895546,Нефтебензиновые,12-163-5,2022-05-07,NULL,2021-01-17,NULL
53895553,Нефтебензиновые,12-163-5,2022-05-07,NULL,2018-10-11,NULL
53895561,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-10-13,NULL
53895579,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-08-21,NULL
53895587,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-04-15,NULL
53895595,Нефтебензиновые,12-163-5,2022-05-07,NULL,2018-07-03,NULL
53895611,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-08-26,NULL
53895629,Нефтебензиновые,12-163-5,2022-05-07,NULL,2021-03-21,NULL
53895637,Нефтебензиновые,12-163-5,2022-05-07,NULL,2021-01-31,NULL
53895645,Нефтебензиновые,12-163-5,2022-05-07,NULL,2018-07-08,NULL
53895660,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-06-12,NULL
53895678,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-11-18,NULL
53895686,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-11-02,NULL
53895694,Нефтебензиновые,12-163-5,2022-05-07,NULL,2020-12-30,NULL
53895702,Нефтебензиновые,12-163-5,2022-05-07,NULL,2019-05-25,NULL
53895710,Нефтебензиновые,12-163-5,2022-05-07,NULL,2018-06-03,NULL
57870008,Газовые,11-1406,2021-03-07,2020-01-22,2019-05-05,2024-02-23
76647775,Газовые,11-160-9,2023-01-31,2018-12-17,2019-01-02,2021-01-31
77376390,Газовые,11-160-9,2023-11-08,2019-08-28,2018-12-04,2021-11-08
77377299,Газовые,11-160-9,2023-11-29,2020-01-09,2018-11-24,2021-11-29
77379592,Газовые,11-160-9,2023-11-29,2019-11-27,2018-07-17,2021-11-29
77382695,Газовые,11-160-9,2023-11-29,2019-11-26,2019-11-04,2021-11-29
77388593,Газовые,11-160-9,2023-11-22,2019-07-14,2018-11-03,2021-11-20
77388999,Газовые,11-160-9,2023-11-22,2019-12-06,2018-07-08,2021-11-22
77389195,Газовые,11-160-9,2023-11-25,2019-10-10,2019-02-04,2021-11-25
77390094,Газовые,11-160-9,2023-11-26,2020-01-02,2018-12-07,2021-11-26
77391597,Газовые,11-160-9,2023-11-28,2019-11-15,2018-08-09,2021-11-28
50809862,Газовые,14-94-1,2018-10-21,2019-07-06,2018-09-03,2025-07-05
50835040,Газовые,19-1851,2025-02-24,2019-02-19,2019-07-29,2021-10-15
50882299,Газовые,19-1851,2024-08-17,2018-09-16,2019-12-26,2022-07-24
50887405,Газовые,19-1851,2024-07-20,2018-07-13,2019-07-26,2021-03-16
53656203,Газовые,12-1037,2021-08-19,2018-09-23,2019-06-29,2019-08-19
54639471,Газовые,12-1037,2021-02-15,2019-02-15,2018-10-19,2019-02-15
55204440,Газовые,12-1037,2019-06-10,2020-04-13,2022-10-23,2026-04-12
57803017,Газовые,11-1406,2028-04-03,2019-11-15,2020-09-12,2021-11-07
57831257,Газовые,14-55-8,2020-05-10,2018-10-03,2022-06-21,2024-10-03
57870321,Газовые,11-1406,2020-03-18,2019-06-13,2022-03-18,2019-06-13
57884025,Газовые,11-1406,2022-06-06,2019-01-07,2018-11-09,2025-01-06
57892143,Газовые,11-1406,2018-07-31,2019-11-19,2021-10-06,2023-11-05
57894255,Газовые,11-1406,2020-08-13,2018-09-13,2019-09-10,2024-09-12
57897126,Газовые,11-1406,2020-12-28,2020-01-03,2019-10-19,2026-01-02
57897480,Газовые,11-1406,2027-09-09,2019-08-29,2019-09-09,2022-03-18
58207812,Газовые,12-1037,2019-10-15,2020-04-19,2018-09-02,2026-04-19
76653963,Газовые,11-160-9,2023-03-01,2019-05-17,2018-12-28,2021-03-01
77378198,Газовые,11-160-9,2023-11-26,2019-11-24,2019-06-06,2021-11-26
77378396,Газовые,11-160-9,2023-11-26,2019-06-29,2018-11-13,2021-11-26
77387694,Газовые,11-160-9,2023-11-21,2019-12-06,2018-09-18,2021-11-21
77387793,Газовые,11-160-9,2023-11-21,2019-06-22,2019-01-17,2021-11-21
77392298,Газовые,11-160-9,2023-11-28,2019-05-15,2018-08-25,2021-11-28
57895716,Газовые,11-1406,2021-04-28,2020-03-30,2019-01-05,2024-08-09
77392397,Газовые,11-160-9,2023-11-28,2019-09-03,2019-05-23,2021-11-28
77392496,Газовые,11-160-9,2023-11-28,2019-11-26,2018-07-22,2021-11-28
77393197,Газовые,11-160-9,2023-11-28,2019-10-29,2019-01-25,2021-11-28
50509611,Газовые,11-1406,2021-09-08,2019-05-02,2019-02-02,2025-05-01
76684349,Газовые,11-160-9,2023-08-07,2019-07-25,2020-08-07,2021-08-07
76691955,Газовые,13-54-6,2023-10-24,2019-05-02,2019-10-09,2021-10-24
76691963,Газовые,13-54-6,2023-10-24,2020-01-05,2020-02-02,2021-10-24
76691971,Газовые,13-54-6,2023-10-24,2019-08-23,2019-08-29,2021-10-24
76691989,Газовые,13-54-6,2023-10-24,2019-11-12,2020-05-01,2021-10-24
57898801,Газовые,11-1406,2019-02-10,2019-01-31,2022-09-21,2025-01-30
76692003,Газовые,13-54-6,2023-10-24,2019-11-19,2019-11-06,2021-10-24
76692037,Газовые,13-54-6,2023-10-24,2019-12-18,2018-09-17,2021-10-24
76692185,Газовые,13-54-6,2023-10-24,2019-09-23,2019-08-25,2021-10-24
76692201,Газовые,13-54-6,2023-10-24,2019-11-16,2018-07-19,2021-10-24
76692235,Газовые,13-54-6,2023-10-24,2019-11-27,2020-09-24,2021-10-24
76692268,Газовые,13-54-6,2023-10-24,2019-07-18,2019-01-26,2021-10-24
76692367,Газовые,13-54-6,2023-10-24,2019-11-22,2021-02-27,2021-10-24
76693548,Газовые,13-54-6,2023-11-07,2019-11-08,2020-02-28,2021-11-07
76693571,Газовые,13-54-6,2023-11-07,2019-12-01,2020-02-09,2021-11-07
76693589,Газовые,13-54-6,2023-11-07,2019-12-20,2018-06-13,2021-11-07
76693605,Газовые,13-54-6,2023-11-07,2019-11-10,2019-09-28,2021-11-07
76693613,Газовые,13-54-6,2023-11-07,2019-12-05,2019-08-27,2021-11-07
76693639,Газовые,13-54-6,2023-11-07,2019-08-04,2019-12-06,2021-11-07
76693753,Газовые,13-54-6,2023-11-07,2019-09-21,2020-02-28,2021-11-07
76693761,Газовые,13-54-6,2023-11-07,2019-08-07,2020-01-20,2021-11-07
76693936,Газовые,13-54-6,2023-11-11,2019-10-31,2020-12-01,2021-11-11
